season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,day,month,hour,is_weekend
4,0,10,23,0,6,0,1,0.26,0.303,0.87,0.0,37,30,10,23,1
4,0,10,0,0,0,1,1,0.26,0.303,0.87,0.0,23,31,10,0,0
4,0,10,1,0,0,1,1,0.26,0.303,0.81,0.0,13,31,10,1,0
4,0,10,2,0,0,1,1,0.24,0.2879,0.87,0.0,3,31,10,2,0
4,0,10,3,0,0,1,1,0.24,0.2576,0.87,0.1045,3,31,10,3,0
4,0,10,4,0,0,1,1,0.24,0.2879,0.87,0.0,6,31,10,4,0
4,0,10,5,0,0,1,1,0.22,0.2727,0.93,0.0,18,31,10,5,0
4,0,10,6,0,0,1,1,0.24,0.2879,0.87,0.0,86,31,10,6,0
4,0,10,7,0,0,1,1,0.24,0.2879,0.93,0.0,227,31,10,7,0
4,0,10,8,0,0,1,2,0.28,0.3182,0.87,0.0,372,31,10,8,0
4,0,10,9,0,0,1,2,0.32,0.3182,0.76,0.1642,211,31,10,9,0
4,0,10,10,0,0,1,2,0.36,0.3485,0.57,0.1642,105,31,10,10,0
4,0,10,11,0,0,1,1,0.4,0.4091,0.5,0.1343,128,31,10,11,0
4,0,10,12,0,0,1,1,0.42,0.4242,0.44,0.2239,170,31,10,12,0
4,0,10,13,0,0,1,2,0.44,0.4394,0.44,0.2239,152,31,10,13,0
4,0,10,14,0,0,1,2,0.44,0.4394,0.47,0.2239,141,31,10,14,0
4,0,10,15,0,0,1,1,0.44,0.4394,0.47,0.1642,168,31,10,15,0
4,0,10,16,0,0,1,1,0.42,0.4242,0.54,0.1642,272,31,10,16,0
4,0,10,17,0,0,1,1,0.42,0.4242,0.54,0.1343,486,31,10,17,0
4,0,10,18,0,0,1,1,0.4,0.4091,0.66,0.0896,422,31,10,18,0
4,0,10,19,0,0,1,1,0.4,0.4091,0.66,0.0896,238,31,10,19,0
4,0,10,20,0,0,1,1,0.4,0.4091,0.66,0.0896,172,31,10,20,0
4,0,10,21,0,0,1,2,0.36,0.3485,0.76,0.194,116,31,10,21,0
4,0,10,22,0,0,1,2,0.36,0.3485,0.76,0.194,85,31,10,22,0
4,0,10,23,0,0,1,2,0.36,0.3485,0.76,0.194,52,31,10,23,0
4,0,11,0,0,1,1,2,0.36,0.3485,0.87,0.1642,21,1,11,0,0
4,0,11,1,0,1,1,1,0.36,0.3485,0.81,0.1343,11,1,11,1,0
4,0,11,2,0,1,1,2,0.36,0.3485,0.81,0.1642,4,1,11,2,0
4,0,11,3,0,1,1,2,0.36,0.3485,0.81,0.1343,6,1,11,3,0
4,0,11,4,0,1,1,1,0.34,0.3182,0.81,0.2239,8,1,11,4,0
4,0,11,5,0,1,1,1,0.32,0.3182,0.81,0.194,18,1,11,5,0
4,0,11,6,0,1,1,1,0.32,0.3182,0.81,0.194,93,1,11,6,0
4,0,11,7,0,1,1,1,0.34,0.3333,0.76,0.194,254,1,11,7,0
4,0,11,8,0,1,1,1,0.36,0.3333,0.71,0.2537,419,1,11,8,0
4,0,11,9,0,1,1,1,0.4,0.4091,0.66,0.1642,222,1,11,9,0
4,0,11,10,0,1,1,1,0.44,0.4394,0.62,0.1343,135,1,11,10,0
4,0,11,11,0,1,1,1,0.46,0.4545,0.63,0.1045,117,1,11,11,0
4,0,11,12,0,1,1,1,0.5,0.4848,0.48,0.0896,176,1,11,12,0
4,0,11,13,0,1,1,1,0.48,0.4697,0.55,0.194,167,1,11,13,0
4,0,11,14,0,1,1,1,0.5,0.4848,0.48,0.2537,150,1,11,14,0
4,0,11,15,0,1,1,1,0.5,0.4848,0.45,0.1343,186,1,11,15,0
4,0,11,16,0,1,1,1,0.48,0.4697,0.44,0.1642,298,1,11,16,0
4,0,11,17,0,1,1,1,0.44,0.4394,0.54,0.1642,506,1,11,17,0
4,0,11,18,0,1,1,1,0.42,0.4242,0.58,0.1045,460,1,11,18,0
4,0,11,19,0,1,1,1,0.42,0.4242,0.58,0.0896,313,1,11,19,0
4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0.0,209,1,11,20,0
4,0,11,21,0,1,1,1,0.36,0.3788,0.81,0.0,127,1,11,21,0
4,0,11,22,0,1,1,1,0.36,0.3788,0.81,0.0,96,1,11,22,0
4,0,11,23,0,1,1,1,0.34,0.3636,0.87,0.0,72,1,11,23,0
4,0,11,0,0,2,1,1,0.32,0.3485,0.87,0.0,19,2,11,0,0
4,0,11,1,0,2,1,1,0.3,0.3333,0.87,0.0,10,2,11,1,0
4,0,11,2,0,2,1,1,0.3,0.3333,0.87,0.0,2,2,11,2,0
4,0,11,3,0,2,1,1,0.3,0.3333,0.75,0.0,2,2,11,3,0
4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,4,2,11,4,0
4,0,11,5,0,2,1,1,0.3,0.3333,0.81,0.0,27,2,11,5,0
4,0,11,6,0,2,1,1,0.3,0.3333,0.81,0.0,92,2,11,6,0
4,0,11,7,0,2,1,1,0.3,0.3333,0.81,0.0,251,2,11,7,0
4,0,11,8,0,2,1,1,0.32,0.3485,0.87,0.0,472,2,11,8,0
4,0,11,9,0,2,1,1,0.34,0.3636,0.87,0.0,228,2,11,9,0
4,0,11,10,0,2,1,1,0.4,0.4091,0.71,0.0896,133,2,11,10,0
4,0,11,11,0,2,1,1,0.42,0.4242,0.71,0.1343,144,2,11,11,0
4,0,11,12,0,2,1,1,0.46,0.4545,0.55,0.1642,189,2,11,12,0
4,0,11,13,0,2,1,1,0.48,0.4697,0.48,0.1642,161,2,11,13,0
4,0,11,14,0,2,1,1,0.5,0.4848,0.45,0.1642,172,2,11,14,0
4,0,11,15,0,2,1,1,0.48,0.4697,0.51,0.1642,187,2,11,15,0
4,0,11,16,0,2,1,1,0.48,0.4697,0.51,0.1045,266,2,11,16,0
4,0,11,17,0,2,1,1,0.44,0.4394,0.62,0.194,553,2,11,17,0
4,0,11,18,0,2,1,1,0.42,0.4242,0.71,0.1642,479,2,11,18,0
4,0,11,19,0,2,1,1,0.4,0.4091,0.76,0.1343,282,2,11,19,0
4,0,11,20,0,2,1,1,0.4,0.4091,0.66,0.1343,182,2,11,20,0
4,0,11,21,0,2,1,1,0.38,0.3939,0.71,0.1343,168,2,11,21,0
4,0,11,22,0,2,1,1,0.36,0.3485,0.71,0.1343,106,2,11,22,0
4,0,11,23,0,2,1,1,0.36,0.3636,0.76,0.0896,57,2,11,23,0
4,0,11,0,0,3,1,1,0.36,0.3636,0.76,0.0896,31,3,11,0,0
4,0,11,1,0,3,1,1,0.34,0.3333,0.81,0.1343,15,3,11,1,0
4,0,11,2,0,3,1,1,0.34,0.3333,0.76,0.1343,7,3,11,2,0
4,0,11,3,0,3,1,1,0.34,0.3333,0.81,0.1343,5,3,11,3,0
4,0,11,4,0,3,1,1,0.32,0.3333,0.81,0.0896,4,3,11,4,0
4,0,11,5,0,3,1,1,0.32,0.3333,0.81,0.1343,28,3,11,5,0
4,0,11,6,0,3,1,1,0.34,0.3333,0.76,0.194,99,3,11,6,0
4,0,11,7,0,3,1,2,0.32,0.3333,0.81,0.0896,292,3,11,7,0
4,0,11,8,0,3,1,2,0.34,0.3485,0.81,0.0896,402,3,11,8,0
4,0,11,9,0,3,1,2,0.36,0.3485,0.81,0.194,164,3,11,9,0
4,0,11,10,0,3,1,2,0.4,0.4091,0.76,0.194,110,3,11,10,0
4,0,11,11,0,3,1,1,0.44,0.4394,0.67,0.194,120,3,11,11,0
4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.194,179,3,11,12,0
4,0,11,13,0,3,1,2,0.52,0.5,0.48,0.2537,169,3,11,13,0
4,0,11,14,0,3,1,1,0.52,0.5,0.52,0.1642,152,3,11,14,0
4,0,11,15,0,3,1,1,0.52,0.5,0.52,0.1642,162,3,11,15,0
4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,267,3,11,16,0
4,0,11,17,0,3,1,1,0.48,0.4697,0.55,0.0896,498,3,11,17,0
4,0,11,18,0,3,1,1,0.46,0.4545,0.63,0.1343,433,3,11,18,0
4,0,11,19,0,3,1,1,0.44,0.4394,0.67,0.0896,252,3,11,19,0
4,0,11,20,0,3,1,1,0.42,0.4242,0.71,0.1045,209,3,11,20,0
4,0,11,21,0,3,1,1,0.4,0.4091,0.76,0.1343,144,3,11,21,0
4,0,11,22,0,3,1,1,0.4,0.4091,0.82,0.0,137,3,11,22,0
4,0,11,23,0,3,1,1,0.4,0.4091,0.82,0.0896,95,3,11,23,0
4,0,11,0,0,4,1,2,0.4,0.4091,0.82,0.0,43,4,11,0,0
4,0,11,1,0,4,1,2,0.4,0.4091,0.82,0.0,17,4,11,1,0
4,0,11,2,0,4,1,2,0.4,0.4091,0.76,0.0,10,4,11,2,0
4,0,11,3,0,4,1,2,0.38,0.3939,0.87,0.1642,8,4,11,3,0
4,0,11,4,0,4,1,2,0.38,0.3939,0.87,0.0896,7,4,11,4,0
4,0,11,5,0,4,1,2,0.38,0.3939,0.87,0.0,23,4,11,5,0
4,0,11,6,0,4,1,2,0.38,0.3939,0.87,0.0896,66,4,11,6,0
4,0,11,7,0,4,1,2,0.4,0.4091,0.86,0.2239,245,4,11,7,0
4,0,11,8,0,4,1,2,0.4,0.4091,0.87,0.3582,395,4,11,8,0
4,0,11,9,0,4,1,2,0.42,0.4242,0.71,0.4627,254,4,11,9,0
4,0,11,10,0,4,1,2,0.42,0.4242,0.71,0.3284,134,4,11,10,0
4,0,11,11,0,4,1,2,0.44,0.4394,0.67,0.4478,162,4,11,11,0
4,0,11,12,0,4,1,2,0.48,0.4697,0.55,0.4925,197,4,11,12,0
4,0,11,13,0,4,1,1,0.44,0.4394,0.51,0.4179,194,4,11,13,0
4,0,11,14,0,4,1,1,0.44,0.4394,0.47,0.2985,201,4,11,14,0
4,0,11,15,0,4,1,1,0.46,0.4545,0.44,0.3881,237,4,11,15,0
4,0,11,16,0,4,1,1,0.46,0.4545,0.36,0.3881,290,4,11,16,0
4,0,11,17,0,4,1,1,0.42,0.4242,0.38,0.3582,480,4,11,17,0
4,0,11,18,0,4,1,1,0.42,0.4242,0.32,0.4627,374,4,11,18,0
4,0,11,19,0,4,1,1,0.4,0.4091,0.37,0.3582,196,4,11,19,0
4,0,11,20,0,4,1,1,0.36,0.3333,0.43,0.2836,186,4,11,20,0
4,0,11,21,0,4,1,1,0.34,0.3182,0.46,0.2537,123,4,11,21,0
4,0,11,22,0,4,1,1,0.34,0.303,0.46,0.3284,115,4,11,22,0
4,0,11,23,0,4,1,1,0.32,0.303,0.49,0.3284,89,4,11,23,0
4,0,11,0,0,5,0,1,0.32,0.2879,0.45,0.3582,52,5,11,0,1
4,0,11,1,0,5,0,1,0.32,0.303,0.45,0.2985,62,5,11,1,1
4,0,11,2,0,5,0,1,0.3,0.2727,0.52,0.3284,31,5,11,2,1
4,0,11,3,0,5,0,1,0.3,0.2727,0.52,0.2985,8,5,11,3,1
4,0,11,4,0,5,0,1,0.28,0.2576,0.56,0.3284,8,5,11,4,1
4,0,11,5,0,5,0,1,0.26,0.2273,0.6,0.3284,2,5,11,5,1
4,0,11,6,0,5,0,1,0.26,0.2424,0.6,0.2537,23,5,11,6,1
4,0,11,7,0,5,0,1,0.26,0.2424,0.6,0.2836,34,5,11,7,1
4,0,11,8,0,5,0,1,0.28,0.2576,0.56,0.3284,84,5,11,8,1
4,0,11,9,0,5,0,1,0.3,0.2727,0.56,0.2985,141,5,11,9,1
4,0,11,10,0,5,0,1,0.32,0.303,0.53,0.2537,227,5,11,10,1
4,0,11,11,0,5,0,1,0.36,0.3636,0.46,0.1045,238,5,11,11,1
4,0,11,12,0,5,0,1,0.36,0.3485,0.46,0.1642,372,5,11,12,1
4,0,11,13,0,5,0,1,0.4,0.4091,0.37,0.1045,355,5,11,13,1
4,0,11,14,0,5,0,1,0.42,0.4242,0.35,0.1343,386,5,11,14,1
4,0,11,15,0,5,0,1,0.4,0.4091,0.37,0.194,343,5,11,15,1
4,0,11,16,0,5,0,1,0.4,0.4091,0.4,0.2239,335,5,11,16,1
4,0,11,17,0,5,0,1,0.38,0.3939,0.4,0.1642,334,5,11,17,1
4,0,11,18,0,5,0,1,0.36,0.3636,0.5,0.0896,237,5,11,18,1
4,0,11,19,0,5,0,1,0.34,0.3636,0.53,0.0,204,5,11,19,1
4,0,11,20,0,5,0,1,0.32,0.3485,0.66,0.0,165,5,11,20,1
4,0,11,21,0,5,0,1,0.32,0.3485,0.66,0.0,118,5,11,21,1
4,0,11,22,0,5,0,1,0.3,0.3333,0.65,0.0,82,5,11,22,1
4,0,11,23,0,5,0,1,0.28,0.3182,0.7,0.0,85,5,11,23,1
4,0,11,0,0,6,0,1,0.28,0.3182,0.75,0.0,75,6,11,0,1
4,0,11,1,0,6,0,1,0.26,0.303,0.81,0.0,115,6,11,1,1
4,0,11,2,0,6,0,1,0.26,0.303,0.81,0.0,29,6,11,2,1
4,0,11,3,0,6,0,1,0.24,0.2879,0.87,0.0,9,6,11,3,1
4,0,11,4,0,6,0,1,0.24,0.2879,0.87,0.0,6,6,11,4,1
4,0,11,5,0,6,0,1,0.24,0.2424,0.87,0.1343,5,6,11,5,1
4,0,11,6,0,6,0,1,0.26,0.2879,0.81,0.0896,16,6,11,6,1
4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,28,6,11,7,1
4,0,11,8,0,6,0,2,0.28,0.303,0.87,0.0896,90,6,11,8,1
4,0,11,9,0,6,0,2,0.3,0.3182,0.75,0.0896,170,6,11,9,1
4,0,11,10,0,6,0,1,0.36,0.3636,0.66,0.0896,262,6,11,10,1
4,0,11,11,0,6,0,1,0.42,0.4242,0.58,0.0896,320,6,11,11,1
4,0,11,12,0,6,0,1,0.44,0.4394,0.54,0.0,346,6,11,12,1
4,0,11,13,0,6,0,1,0.46,0.4545,0.51,0.1642,314,6,11,13,1
4,0,11,14,0,6,0,1,0.46,0.4545,0.55,0.194,320,6,11,14,1
4,0,11,15,0,6,0,1,0.48,0.4697,0.51,0.194,306,6,11,15,1
4,0,11,16,0,6,0,1,0.46,0.4545,0.55,0.2239,347,6,11,16,1
4,0,11,17,0,6,0,1,0.44,0.4394,0.62,0.1642,256,6,11,17,1
4,0,11,18,0,6,0,1,0.42,0.4242,0.71,0.1045,185,6,11,18,1
4,0,11,19,0,6,0,1,0.38,0.3939,0.76,0.194,151,6,11,19,1
4,0,11,20,0,6,0,1,0.36,0.3636,0.81,0.1045,116,6,11,20,1
4,0,11,21,0,6,0,1,0.36,0.3636,0.81,0.0896,88,6,11,21,1
4,0,11,22,0,6,0,1,0.36,0.3788,0.87,0.0,45,6,11,22,1
4,0,11,23,0,6,0,1,0.34,0.3485,0.87,0.0896,50,6,11,23,1
4,0,11,0,0,0,1,1,0.34,0.3636,0.87,0.0,15,7,11,0,0
4,0,11,1,0,0,1,1,0.34,0.3636,0.87,0.0,8,7,11,1,0
4,0,11,2,0,0,1,1,0.32,0.3485,0.93,0.0,2,7,11,2,0
4,0,11,3,0,0,1,1,0.32,0.3485,0.93,0.0,3,7,11,3,0
4,0,11,4,0,0,1,1,0.32,0.3485,0.93,0.0,6,7,11,4,0
4,0,11,5,0,0,1,1,0.3,0.3333,0.93,0.0,26,7,11,5,0
4,0,11,6,0,0,1,2,0.28,0.3182,0.93,0.0,99,7,11,6,0
4,0,11,7,0,0,1,2,0.28,0.3182,0.93,0.0,311,7,11,7,0
4,0,11,8,0,0,1,2,0.3,0.3182,1.0,0.0896,410,7,11,8,0
4,0,11,9,0,0,1,2,0.34,0.3333,1.0,0.1343,174,7,11,9,0
4,0,11,10,0,0,1,1,0.36,0.3485,0.93,0.1343,123,7,11,10,0
4,0,11,11,0,0,1,1,0.42,0.4242,0.77,0.1045,128,7,11,11,0
4,0,11,12,0,0,1,1,0.46,0.4545,0.67,0.0,179,7,11,12,0
4,0,11,13,0,0,1,1,0.54,0.5152,0.49,0.0896,189,7,11,13,0
4,0,11,14,0,0,1,1,0.56,0.5303,0.37,0.1642,145,7,11,14,0
4,0,11,15,0,0,1,1,0.56,0.5303,0.37,0.1045,170,7,11,15,0
4,0,11,16,0,0,1,1,0.52,0.5,0.45,0.0,295,7,11,16,0
4,0,11,17,0,0,1,1,0.5,0.4848,0.45,0.1642,528,7,11,17,0
4,0,11,18,0,0,1,1,0.46,0.4545,0.59,0.1045,425,7,11,18,0
4,0,11,19,0,0,1,1,0.46,0.4545,0.59,0.0,300,7,11,19,0
4,0,11,20,0,0,1,1,0.4,0.4091,0.71,0.0,204,7,11,20,0
4,0,11,21,0,0,1,1,0.38,0.3939,0.82,0.1045,139,7,11,21,0
4,0,11,22,0,0,1,1,0.36,0.3636,0.81,0.0896,108,7,11,22,0
4,0,11,23,0,0,1,1,0.36,0.3636,0.87,0.0896,48,7,11,23,0
4,0,11,0,0,1,1,1,0.34,0.3485,0.87,0.0896,18,8,11,0,0
4,0,11,1,0,1,1,1,0.32,0.3333,0.93,0.1045,11,8,11,1,0
4,0,11,2,0,1,1,1,0.32,0.3485,0.87,0.0,1,8,11,2,0
4,0,11,3,0,1,1,1,0.32,0.3485,0.87,0.0,3,8,11,3,0
4,0,11,4,0,1,1,1,0.3,0.3333,0.87,0.0,4,8,11,4,0
4,0,11,5,0,1,1,1,0.3,0.3182,0.87,0.0896,18,8,11,5,0
4,0,11,6,0,1,1,1,0.3,0.3333,0.87,0.0,99,8,11,6,0
4,0,11,7,0,1,1,1,0.3,0.3182,0.87,0.1045,323,8,11,7,0
4,0,11,8,0,1,1,1,0.32,0.3333,0.93,0.1045,466,8,11,8,0
4,0,11,9,0,1,1,1,0.36,0.3788,0.87,0.0,191,8,11,9,0
4,0,11,10,0,1,1,1,0.42,0.4242,0.71,0.0896,129,8,11,10,0
4,0,11,11,0,1,1,1,0.46,0.4545,0.63,0.1343,147,8,11,11,0
4,0,11,12,0,1,1,1,0.52,0.5,0.52,0.1343,203,8,11,12,0
4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.1642,196,8,11,13,0
4,0,11,14,0,1,1,1,0.56,0.5303,0.46,0.1045,161,8,11,14,0
4,0,11,15,0,1,1,1,0.58,0.5455,0.46,0.1045,188,8,11,15,0
4,0,11,16,0,1,1,1,0.56,0.5303,0.46,0.1343,289,8,11,16,0
4,0,11,17,0,1,1,1,0.52,0.5,0.43,0.1642,499,8,11,17,0
4,0,11,18,0,1,1,1,0.48,0.4697,0.55,0.1343,462,8,11,18,0
4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,278,8,11,19,0
4,0,11,20,0,1,1,1,0.4,0.4091,0.76,0.0,181,8,11,20,0
4,0,11,21,0,1,1,1,0.4,0.4091,0.76,0.0,182,8,11,21,0
4,0,11,22,0,1,1,1,0.36,0.3788,0.87,0.0,108,8,11,22,0
4,0,11,23,0,1,1,1,0.36,0.3788,0.81,0.0,48,8,11,23,0
4,0,11,0,0,2,1,1,0.36,0.3788,0.87,0.0,13,9,11,0,0
4,0,11,1,0,2,1,1,0.34,0.3636,0.87,0.0,10,9,11,1,0
4,0,11,2,0,2,1,1,0.32,0.3485,0.93,0.0,5,9,11,2,0
4,0,11,3,0,2,1,1,0.32,0.3485,0.93,0.0,4,9,11,3,0
4,0,11,4,0,2,1,1,0.32,0.3485,0.87,0.0,4,9,11,4,0
4,0,11,5,0,2,1,1,0.3,0.3333,0.87,0.0,28,9,11,5,0
4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,98,9,11,6,0
4,0,11,7,0,2,1,1,0.3,0.3333,0.87,0.0,300,9,11,7,0
4,0,11,8,0,2,1,1,0.32,0.3485,0.93,0.0,456,9,11,8,0
4,0,11,9,0,2,1,1,0.34,0.3636,0.93,0.0,219,9,11,9,0
4,0,11,10,0,2,1,1,0.4,0.4091,0.76,0.1045,105,9,11,10,0
4,0,11,11,0,2,1,1,0.46,0.4545,0.67,0.1642,152,9,11,11,0
4,0,11,12,0,2,1,1,0.5,0.4848,0.51,0.1642,180,9,11,12,0
4,0,11,13,0,2,1,1,0.5,0.4848,0.51,0.1642,167,9,11,13,0
4,0,11,14,0,2,1,1,0.52,0.5,0.48,0.1642,179,9,11,14,0
4,0,11,15,0,2,1,1,0.52,0.5,0.45,0.2239,151,9,11,15,0
4,0,11,16,0,2,1,1,0.52,0.5,0.48,0.194,281,9,11,16,0
4,0,11,17,0,2,1,1,0.46,0.4545,0.63,0.1045,485,9,11,17,0
4,0,11,18,0,2,1,1,0.44,0.4394,0.67,0.1045,408,9,11,18,0
4,0,11,19,0,2,1,1,0.44,0.4394,0.72,0.1045,304,9,11,19,0
4,0,11,20,0,2,1,1,0.44,0.4394,0.77,0.0,219,9,11,20,0
4,0,11,21,0,2,1,1,0.4,0.4091,0.87,0.0,161,9,11,21,0
4,0,11,22,0,2,1,1,0.4,0.4091,0.87,0.0,114,9,11,22,0
4,0,11,23,0,2,1,1,0.38,0.3939,0.87,0.0,66,9,11,23,0
4,0,11,0,0,3,1,1,0.4,0.4091,0.87,0.0,24,10,11,0,0
4,0,11,1,0,3,1,2,0.4,0.4091,0.87,0.0,11,10,11,1,0
4,0,11,2,0,3,1,2,0.38,0.3939,0.94,0.0,5,10,11,2,0
4,0,11,3,0,3,1,1,0.38,0.3939,0.94,0.0896,11,10,11,3,0
4,0,11,4,0,3,1,1,0.38,0.3939,0.94,0.0896,3,10,11,4,0
4,0,11,5,0,3,1,2,0.36,0.3485,1.0,0.1343,23,10,11,5,0
4,0,11,6,0,3,1,2,0.36,0.3485,1.0,0.1343,114,10,11,6,0
4,0,11,7,0,3,1,2,0.38,0.3939,0.94,0.1642,272,10,11,7,0
4,0,11,8,0,3,1,2,0.4,0.4091,0.94,0.0896,436,10,11,8,0
4,0,11,9,0,3,1,2,0.42,0.4242,0.94,0.1045,211,10,11,9,0
4,0,11,10,0,3,1,2,0.44,0.4394,0.88,0.2239,117,10,11,10,0
4,0,11,11,0,3,1,2,0.46,0.4545,0.67,0.3881,108,10,11,11,0
4,0,11,12,0,3,1,2,0.42,0.4242,0.67,0.3582,167,10,11,12,0
4,0,11,13,0,3,1,3,0.36,0.3333,0.81,0.3582,96,10,11,13,0
4,0,11,14,0,3,1,3,0.36,0.3333,0.87,0.2836,64,10,11,14,0
4,0,11,15,0,3,1,3,0.36,0.3333,0.81,0.2985,62,10,11,15,0
4,0,11,16,0,3,1,3,0.36,0.3485,0.81,0.2239,73,10,11,16,0
4,0,11,17,0,3,1,3,0.36,0.3485,0.81,0.2239,177,10,11,17,0
4,0,11,18,0,3,1,2,0.36,0.3485,0.81,0.1642,273,10,11,18,0
4,0,11,19,0,3,1,2,0.36,0.3485,0.71,0.2239,211,10,11,19,0
4,0,11,20,0,3,1,2,0.36,0.3333,0.62,0.2836,168,10,11,20,0
4,0,11,21,0,3,1,1,0.36,0.3333,0.57,0.2537,136,10,11,21,0
4,0,11,22,0,3,1,1,0.36,0.3333,0.53,0.2836,89,10,11,22,0
4,0,11,23,0,3,1,2,0.34,0.3333,0.57,0.1642,82,10,11,23,0
4,0,11,0,1,4,0,1,0.34,0.3182,0.53,0.2537,66,11,11,0,0
4,0,11,1,1,4,0,1,0.32,0.303,0.57,0.3284,19,11,11,1,0
4,0,11,2,1,4,0,1,0.32,0.2879,0.57,0.2836,11,11,11,2,0
4,0,11,3,1,4,0,1,0.3,0.2879,0.61,0.194,6,11,11,3,0
4,0,11,4,1,4,0,1,0.3,0.2879,0.61,0.194,8,11,11,4,0
4,0,11,5,1,4,0,1,0.3,0.2879,0.49,0.2537,13,11,11,5,0
4,0,11,6,1,4,0,1,0.28,0.2576,0.45,0.3284,46,11,11,6,0
4,0,11,7,1,4,0,1,0.28,0.2727,0.45,0.2537,121,11,11,7,0
4,0,11,8,1,4,0,1,0.3,0.2727,0.42,0.3582,258,11,11,8,0
4,0,11,9,1,4,0,1,0.32,0.2879,0.45,0.4478,201,11,11,9,0
4,0,11,10,1,4,0,1,0.32,0.2727,0.42,0.5522,200,11,11,10,0
4,0,11,11,1,4,0,1,0.34,0.2879,0.42,0.4925,170,11,11,11,0
4,0,11,12,1,4,0,1,0.34,0.2879,0.42,0.4627,239,11,11,12,0
4,0,11,13,1,4,0,1,0.38,0.3939,0.37,0.5522,236,11,11,13,0
4,0,11,14,1,4,0,1,0.38,0.3939,0.37,0.4627,247,11,11,14,0
4,0,11,15,1,4,0,1,0.36,0.3333,0.37,0.4179,216,11,11,15,0
4,0,11,16,1,4,0,1,0.36,0.3333,0.34,0.3284,238,11,11,16,0
4,0,11,17,1,4,0,1,0.34,0.303,0.39,0.3284,310,11,11,17,0
4,0,11,18,1,4,0,1,0.34,0.3182,0.39,0.2537,208,11,11,18,0
4,0,11,19,1,4,0,1,0.32,0.3182,0.39,0.1642,199,11,11,19,0
4,0,11,20,1,4,0,1,0.32,0.3182,0.39,0.194,109,11,11,20,0
4,0,11,21,1,4,0,1,0.3,0.303,0.45,0.1642,83,11,11,21,0
4,0,11,22,1,4,0,1,0.32,0.3182,0.39,0.194,91,11,11,22,0
4,0,11,23,1,4,0,1,0.3,0.3182,0.45,0.0896,73,11,11,23,0
4,0,11,0,0,5,0,1,0.24,0.2424,0.6,0.1343,64,12,11,0,1
4,0,11,1,0,5,0,1,0.24,0.2424,0.6,0.1343,54,12,11,1,1
4,0,11,2,0,5,0,1,0.24,0.2576,0.65,0.0896,46,12,11,2,1
4,0,11,3,0,5,0,1,0.24,0.2424,0.7,0.1343,17,12,11,3,1
4,0,11,4,0,5,0,1,0.2,0.2121,0.8,0.1343,7,12,11,4,1
4,0,11,5,0,5,0,1,0.22,0.2576,0.75,0.0896,4,12,11,5,1
4,0,11,6,0,5,0,1,0.22,0.2273,0.75,0.1642,7,12,11,6,1
4,0,11,7,0,5,0,1,0.22,0.2273,0.75,0.194,27,12,11,7,1
4,0,11,8,0,5,0,1,0.26,0.2576,0.7,0.194,101,12,11,8,1
4,0,11,9,0,5,0,1,0.3,0.303,0.61,0.1642,160,12,11,9,1
4,0,11,10,0,5,0,1,0.34,0.3182,0.61,0.2836,232,12,11,10,1
4,0,11,11,0,5,0,1,0.38,0.3939,0.54,0.2836,315,12,11,11,1
4,0,11,12,0,5,0,1,0.44,0.4394,0.44,0.2836,366,12,11,12,1
4,0,11,13,0,5,0,1,0.48,0.4697,0.36,0.2836,353,12,11,13,1
4,0,11,14,0,5,0,1,0.5,0.4848,0.36,0.2985,435,12,11,14,1
4,0,11,15,0,5,0,1,0.52,0.5,0.29,0.2836,386,12,11,15,1
4,0,11,16,0,5,0,1,0.52,0.5,0.32,0.2537,361,12,11,16,1
4,0,11,17,0,5,0,1,0.5,0.4848,0.34,0.2537,285,12,11,17,1
4,0,11,18,0,5,0,1,0.42,0.4242,0.58,0.194,203,12,11,18,1
4,0,11,19,0,5,0,1,0.42,0.4242,0.5,0.2537,171,12,11,19,1
4,0,11,20,0,5,0,1,0.42,0.4242,0.5,0.2836,132,12,11,20,1
4,0,11,21,0,5,0,1,0.42,0.4242,0.47,0.2836,122,12,11,21,1
4,0,11,22,0,5,0,1,0.42,0.4242,0.47,0.2537,118,12,11,22,1
4,0,11,23,0,5,0,1,0.4,0.4091,0.58,0.1642,101,12,11,23,1
4,0,11,0,0,6,0,2,0.4,0.4091,0.58,0.194,73,13,11,0,1
4,0,11,1,0,6,0,2,0.36,0.3485,0.66,0.194,71,13,11,1,1
4,0,11,2,0,6,0,1,0.36,0.3636,0.57,0.1045,57,13,11,2,1
4,0,11,3,0,6,0,2,0.36,0.3485,0.62,0.1343,28,13,11,3,1
4,0,11,4,0,6,0,2,0.36,0.3485,0.62,0.1343,6,13,11,4,1
4,0,11,5,0,6,0,1,0.34,0.3333,0.61,0.1642,5,13,11,5,1
